No,Original_Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Egg_Group1,Egg_Group2,Category,is_mega,image_url,evolutionary_stage
242,Blissey,2,1.5,46.8,Normal,,Natural Cure,Serene Grace,Healer,Pink,Fairy,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/242.png,3
243,Raikou,2,1.9,178,Electric,,Pressure,,Inner Focus,Yellow,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/243.png,1
244,Entei,2,2.1,198,Fire,,Pressure,,Inner Focus,Brown,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/244.png,1
245,Suicune,2,2,187,Water,,Pressure,,Inner Focus,Blue,Undiscovered,,Semi-Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/245.png,1
246,Larvitar,2,0.6,72,Rock,Ground,Guts,,Sand Veil,Green,Monster,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/246.png,1
247,Pupitar,2,1.2,152,Rock,Ground,Shed Skin,,,Gray,Monster,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/247.png,2
248,Tyranitar,2,2,202,Rock,Dark,Sand Stream,,Unnerve,Green,Monster,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/248.png,3
249,Lugia,2,5.2,216,Psychic,Flying,Pressure,,Multiscale,White,Undiscovered,,Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/249.png,1
250,Ho-Oh,2,3.8,199,Fire,Flying,Pressure,,Regenerator,Red,Undiscovered,,Legendary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/250.png,1
251,Celebi,2,0.6,5,Psychic,Grass,Natural Cure,,,Green,Undiscovered,,Mythical,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/251.png,1
252,Treecko,3,0.5,5,Grass,,Overgrow,,Unburden,Green,Monster,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/252.png,1
253,Grovyle,3,0.9,21.6,Grass,,Overgrow,,Unburden,Green,Monster,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/253.png,2
254,Sceptile,3,1.7,52.2,Grass,,Overgrow,,Unburden,Green,Monster,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/254.png,3
255,Torchic,3,0.4,2.5,Fire,,Blaze,,Speed Boost,Red,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/255.png,1
256,Combusken,3,0.9,19.5,Fire,Fighting,Blaze,,Speed Boost,Red,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/256.png,2
257,Blaziken,3,1.9,52,Fire,Fighting,Blaze,,Speed Boost,Red,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/257.png,3
258,Mudkip,3,0.4,7.6,Water,,Torrent,,Damp,Blue,Monster,Water1,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/258.png,1
259,Marshtomp,3,0.7,28,Water,Ground,Torrent,,Damp,Blue,Monster,Water1,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/259.png,2
260,Swampert,3,1.5,81.9,Water,Ground,Torrent,,Damp,Blue,Monster,Water1,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/260.png,3
261,Poochyena,3,0.5,13.6,Dark,,Run Away,Quick Feet,Rattled,Gray,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/261.png,1
262,Mightyena,3,1,37,Dark,,Intimidate,Quick Feet,Moxie,Gray,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/262.png,2
263,Zigzagoon,3,0.4,17.5,Normal,,Pickup,Gluttony,Quick Feet,Brown,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/263.png,1
264,Linoone,3,0.5,32.5,Normal,,Pickup,Gluttony,Quick Feet,White,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/264.png,2
265,Wurmple,3,0.3,3.6,Bug,,Shield Dust,,Run Away,Red,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/265.png,1
266,Silcoon,3,0.6,10,Bug,,Shed Skin,,,White,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/266.png,2
267,Beautifly,3,1,28.4,Bug,Flying,Swarm,,Rivalry,Yellow,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/267.png,3
268,Cascoon,3,0.7,11.5,Bug,,Shed Skin,,,Purple,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/268.png,3
269,Dustox,3,1.2,31.6,Bug,Poison,Shield Dust,,Compound Eyes,Green,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/269.png,3
270,Lotad,3,0.5,2.6,Water,Grass,Swift Swim,Rain Dish,Own Tempo,Green,Water1,Grass,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/270.png,1
271,Lombre,3,1.2,32.5,Water,Grass,Swift Swim,Rain Dish,Own Tempo,Green,Water1,Grass,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/271.png,2
272,Ludicolo,3,1.5,55,Water,Grass,Swift Swim,Rain Dish,Own Tempo,Green,Water1,Grass,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/272.png,3
273,Seedot,3,0.5,4,Grass,,Chlorophyll,Early Bird,Pickpocket,Brown,Ground,Grass,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/273.png,1
274,Nuzleaf,3,1,28,Grass,Dark,Chlorophyll,Early Bird,Pickpocket,Brown,Ground,Grass,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/274.png,2
275,Shiftry,3,1.3,59.6,Grass,Dark,Chlorophyll,Early Bird,Pickpocket,Brown,Ground,Grass,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/275.png,3
276,Taillow,3,0.3,2.3,Normal,Flying,Guts,,Scrappy,Blue,Flying,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/276.png,1
277,Swellow,3,0.7,19.8,Normal,Flying,Guts,,Scrappy,Blue,Flying,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/277.png,2
278,Wingull,3,0.6,9.5,Water,Flying,Keen Eye,Hydration,Rain Dish,White,Water1,Flying,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/278.png,1
279,Pelipper,3,1.2,28,Water,Flying,Keen Eye,Drizzle,Rain Dish,Yellow,Water1,Flying,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/279.png,2
280,Ralts,3,0.4,6.6,Psychic,Fairy,Synchronize,Trace,Telepathy,White,Human-Like,Amorphous,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/280.png,1
281,Kirlia,3,0.8,20.2,Psychic,Fairy,Synchronize,Trace,Telepathy,White,Human-Like,Amorphous,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/281.png,2
282,Gardevoir,3,1.6,48.4,Psychic,Fairy,Synchronize,Trace,Telepathy,White,Human-Like,Amorphous,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/282.png,3
283,Surskit,3,0.5,1.7,Bug,Water,Swift Swim,,Rain Dish,Blue,Water1,Bug,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/283.png,1
284,Masquerain,3,0.8,3.6,Bug,Flying,Intimidate,,Unnerve,Blue,Water1,Bug,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/284.png,2
285,Shroomish,3,0.4,4.5,Grass,,Effect Spore,Poison Heal,Quick Feet,Brown,Fairy,Grass,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/285.png,1
286,Breloom,3,1.2,39.2,Grass,Fighting,Effect Spore,Poison Heal,Technician,Green,Fairy,Grass,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/286.png,2
287,Slakoth,3,0.8,24,Normal,,Truant,,,Brown,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/287.png,1
288,Vigoroth,3,1.4,46.5,Normal,,Vital Spirit,,,White,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/288.png,2
289,Slaking,3,2,130.5,Normal,,Truant,,,Brown,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/289.png,3
290,Nincada,3,0.5,5.5,Bug,Ground,Compound Eyes,,Run Away,Gray,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/290.png,1
291,Ninjask,3,0.8,12,Bug,Flying,Speed Boost,,Infiltrator,Yellow,Bug,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/291.png,2
292,Shedinja,3,0.8,1.2,Bug,Ghost,Wonder Guard,,,Brown,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/292.png,2
293,Whismur,3,0.6,16.3,Normal,,Soundproof,,Rattled,Pink,Monster,Ground,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/293.png,1
294,Loudred,3,1,40.5,Normal,,Soundproof,,Scrappy,Blue,Monster,Ground,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/294.png,2
295,Exploud,3,1.5,84,Normal,,Soundproof,,Scrappy,Blue,Monster,Ground,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/295.png,3
296,Makuhita,3,1,86.4,Fighting,,Thick Fat,Guts,Sheer Force,Yellow,Human-Like,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/296.png,1
297,Hariyama,3,2.3,253.8,Fighting,,Thick Fat,Guts,Sheer Force,Brown,Human-Like,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/297.png,2
298,Azurill,3,0.2,2,Normal,Fairy,Thick Fat,Huge Power,Sap Sipper,Blue,Undiscovered,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/298.png,1
299,Nosepass,3,1,97,Rock,,Sturdy,Magnet Pull,Sand Force,Gray,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/299.png,1
300,Skitty,3,0.6,11,Normal,,Cute Charm,Normalize,Wonder Skin,Pink,Ground,Fairy,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/300.png,1
301,Delcatty,3,1.1,32.6,Normal,,Cute Charm,Normalize,Wonder Skin,Purple,Ground,Fairy,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/301.png,2
302,Sableye,3,0.5,11,Dark,Ghost,Keen Eye,Stall,Prankster,Purple,Human-Like,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/302.png,1
303,Mawile,3,0.6,11.5,Steel,Fairy,Hyper Cutter,Intimidate,Sheer Force,Black,Ground,Fairy,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/303.png,1
304,Aron,3,0.4,60,Steel,Rock,Sturdy,Rock Head,Heavy Metal,Gray,Monster,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/304.png,1
305,Lairon,3,0.9,120,Steel,Rock,Sturdy,Rock Head,Heavy Metal,Gray,Monster,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/305.png,2
306,Aggron,3,2.1,360,Steel,Rock,Sturdy,Rock Head,Heavy Metal,Gray,Monster,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/306.png,3
307,Meditite,3,0.6,11.2,Fighting,Psychic,Pure Power,,Telepathy,Blue,Human-Like,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/307.png,1
308,Medicham,3,1.3,31.5,Fighting,Psychic,Pure Power,,Telepathy,Red,Human-Like,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/308.png,2
309,Electrike,3,0.6,15.2,Electric,,Static,Lightning Rod,Minus,Green,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/309.png,1
310,Manectric,3,1.5,40.2,Electric,,Static,Lightning Rod,Minus,Yellow,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/310.png,2
311,Plusle,3,0.4,4.2,Electric,,Plus,,Lightning Rod,Yellow,Fairy,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/311.png,1
312,Minun,3,0.4,4.2,Electric,,Minus,,Volt Absorb,Yellow,Fairy,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/312.png,1
313,Volbeat,3,0.7,17.7,Bug,,Illuminate,Swarm,Prankster,Gray,Bug,Human-Like,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/313.png,1
314,Illumise,3,0.6,17.7,Bug,,Oblivious,Tinted Lens,Prankster,Purple,Bug,Human-Like,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/314.png,1
315,Roselia,3,0.3,2,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,Green,Fairy,Grass,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/315.png,2
316,Gulpin,3,0.4,10.3,Poison,,Liquid Ooze,Sticky Hold,Gluttony,Green,Amorphous,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/316.png,1
317,Swalot,3,1.7,80,Poison,,Liquid Ooze,Sticky Hold,Gluttony,Purple,Amorphous,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/317.png,2
318,Carvanha,3,0.8,20.8,Water,Dark,Rough Skin,,Speed Boost,Red,Water2,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/318.png,1
319,Sharpedo,3,1.8,88.8,Water,Dark,Rough Skin,,Speed Boost,Blue,Water2,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/319.png,2
320,Wailmer,3,2,130,Water,,Water Veil,Oblivious,Pressure,Blue,Ground,Water2,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/320.png,1
321,Wailord,3,14.5,398,Water,,Water Veil,Oblivious,Pressure,Blue,Ground,Water2,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/321.png,2
322,Numel,3,0.7,24,Fire,Ground,Oblivious,Simple,Own Tempo,Yellow,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/322.png,1
323,Camerupt,3,1.9,220,Fire,Ground,Magma Armor,Solid Rock,Anger Point,Red,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/323.png,2
324,Torkoal,3,0.5,80.4,Fire,,White Smoke,Drought,Shell Armor,Brown,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/324.png,1
325,Spoink,3,0.7,30.6,Psychic,,Thick Fat,Own Tempo,Gluttony,Black,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/325.png,1
326,Grumpig,3,0.9,71.5,Psychic,,Thick Fat,Own Tempo,Gluttony,Purple,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/326.png,2
327,Spinda,3,1.1,5,Normal,,Own Tempo,Tangled Feet,Contrary,Brown,Ground,Human-Like,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/327.png,1
328,Trapinch,3,0.7,15,Ground,,Hyper Cutter,Arena Trap,Sheer Force,Brown,Bug,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/328.png,1
329,Vibrava,3,1.1,15.3,Ground,Dragon,Levitate,,,Green,Bug,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/329.png,2
330,Flygon,3,2,82,Ground,Dragon,Levitate,,,Green,Bug,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/330.png,3
331,Cacnea,3,0.4,51.3,Grass,,Sand Veil,,Water Absorb,Green,Grass,Human-Like,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/331.png,1
332,Cacturne,3,1.3,77.4,Grass,Dark,Sand Veil,,Water Absorb,Green,Grass,Human-Like,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/332.png,2
333,Swablu,3,0.4,1.2,Normal,Flying,Natural Cure,,Cloud Nine,Blue,Flying,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/333.png,1
334,Altaria,3,1.1,20.6,Dragon,Flying,Natural Cure,,Cloud Nine,Blue,Flying,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/334.png,2
335,Zangoose,3,1.3,40.3,Normal,,Immunity,,Toxic Boost,White,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/335.png,1
336,Seviper,3,2.7,52.5,Poison,,Shed Skin,,Infiltrator,Black,Ground,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/336.png,1
337,Lunatone,3,1,168,Rock,Psychic,Levitate,,,Yellow,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/337.png,1
338,Solrock,3,1.2,154,Rock,Psychic,Levitate,,,Red,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/338.png,1
339,Barboach,3,0.4,1.9,Water,Ground,Oblivious,Anticipation,Hydration,Gray,Water2,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/339.png,1
340,Whiscash,3,0.9,23.6,Water,Ground,Oblivious,Anticipation,Hydration,Blue,Water2,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/340.png,2
341,Corphish,3,0.6,11.5,Water,,Hyper Cutter,Shell Armor,Adaptability,Red,Water1,Water3,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/341.png,1
342,Crawdaunt,3,1.1,32.8,Water,Dark,Hyper Cutter,Shell Armor,Adaptability,Red,Water1,Water3,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/342.png,2
343,Baltoy,3,0.5,21.5,Ground,Psychic,Levitate,,,Brown,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/343.png,1
344,Claydol,3,1.5,108,Ground,Psychic,Levitate,,,Black,Mineral,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/344.png,2
345,Lileep,3,1,23.8,Rock,Grass,Suction Cups,,Storm Drain,Purple,Water3,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/345.png,1
346,Cradily,3,1.5,60.4,Rock,Grass,Suction Cups,,Storm Drain,Green,Water3,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/346.png,2
347,Anorith,3,0.7,12.5,Rock,Bug,Battle Armor,,Swift Swim,Gray,Water3,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/347.png,1
348,Armaldo,3,1.5,68.2,Rock,Bug,Battle Armor,,Swift Swim,Gray,Water3,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/348.png,2
349,Feebas,3,0.6,7.4,Water,,Swift Swim,Oblivious,Adaptability,Brown,Water1,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/349.png,1
350,Milotic,3,6.2,162,Water,,Marvel Scale,Competitive,Cute Charm,Pink,Water1,Dragon,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/350.png,2
351,Castform,3,0.3,0.8,Normal,,Forecast,,,Gray,Fairy,Amorphous,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/351.png,1
352,Kecleon,3,1,22,Normal,,Color Change,,Protean,Green,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/352.png,1
353,Shuppet,3,0.6,2.3,Ghost,,Insomnia,Frisk,Cursed Body,Black,Amorphous,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/353.png,1
354,Banette,3,1.1,12.5,Ghost,,Insomnia,Frisk,Cursed Body,Black,Amorphous,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/354.png,2
355,Duskull,3,0.8,15,Ghost,,Levitate,,Frisk,Black,Amorphous,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/355.png,1
356,Dusclops,3,1.6,30.6,Ghost,,Pressure,,Frisk,Black,Amorphous,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/356.png,2
357,Tropius,3,2,100,Grass,Flying,Chlorophyll,Solar Power,Harvest,Green,Monster,Grass,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/357.png,1
358,Chimecho,3,0.6,1,Psychic,,Levitate,,,Blue,Amorphous,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/358.png,2
359,Absol,3,1.2,47,Dark,,Pressure,Super Luck,Justified,White,Ground,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/359.png,1
360,Wynaut,3,0.6,14,Psychic,,Shadow Tag,,Telepathy,Blue,Undiscovered,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/360.png,1
361,Snorunt,3,0.7,16.8,Ice,,Inner Focus,Ice Body,Moody,Gray,Fairy,Mineral,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/361.png,1
362,Glalie,3,1.5,256.5,Ice,,Inner Focus,Ice Body,Moody,Gray,Fairy,Mineral,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/362.png,2
363,Spheal,3,0.8,39.5,Ice,Water,Thick Fat,Ice Body,Oblivious,Blue,Water1,Ground,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/363.png,1
364,Sealeo,3,1.1,87.6,Ice,Water,Thick Fat,Ice Body,Oblivious,Blue,Water1,Ground,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/364.png,2
365,Walrein,3,1.4,150.6,Ice,Water,Thick Fat,Ice Body,Oblivious,Blue,Water1,Ground,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/365.png,3
366,Clamperl,3,0.4,52.5,Water,,Shell Armor,,Rattled,Blue,Water1,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/366.png,1
367,Huntail,3,1.7,27,Water,,Swift Swim,,Water Veil,Blue,Water1,,Ordinary,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/367.png,2
