,No,Branch_Code,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Egg_Group1,Egg_Group2,Category,Region_Form,is_mega
188,143,143_0,Snorlax,Snorlax,1,2.1,460.0,Normal,,Immunity,Thick Fat,Gluttony,Black,Monster,,Ordinary,,False
189,144,144_0,Articuno,Articuno,1,1.7,55.4,Ice,Flying,Pressure,,Snow Cloak,Blue,Undiscovered,,Semi-Legendary,,False
190,144,144_1,Articuno,Galarian Articuno,8,1.7,50.9,Psychic,Flying,Competitive,,,Purple,Undiscovered,,Semi-Legendary,Galarian,False
191,145,145_0,Zapdos,Zapdos,1,1.6,52.6,Electric,Flying,Pressure,,Static,Yellow,Undiscovered,,Semi-Legendary,,False
192,145,145_1,Zapdos,Galarian Zapdos,8,1.6,58.2,Fighting,Flying,Defiant,,,Yellow,Undiscovered,,Semi-Legendary,Galarian,False
193,146,146_0,Moltres,Moltres,1,2.0,60.0,Fire,Flying,Pressure,,Flame Body,Yellow,Undiscovered,,Semi-Legendary,,False
194,146,146_1,Moltres,Galarian Moltres,8,2.0,66.0,Dark,Flying,Berserk,,,Red,Undiscovered,,Semi-Legendary,Galarian,False
195,147,147_0,Dratini,Dratini,1,1.8,3.3,Dragon,,Shed Skin,,Marvel Scale,Blue,Water1,Dragon,Ordinary,,False
196,148,148_0,Dragonair,Dragonair,1,4.0,16.5,Dragon,,Shed Skin,,Marvel Scale,Blue,Water1,Dragon,Ordinary,,False
197,149,149_0,Dragonite,Dragonite,1,2.2,210.0,Dragon,Flying,Inner Focus,,Multiscale,Brown,Water1,Dragon,Ordinary,,False
198,150,150_0,Mewtwo,Mewtwo,1,2.0,122.0,Psychic,,Pressure,,Unnerve,Purple,Undiscovered,,Legendary,,False
199,150,150_1,Mewtwo,Mega Mewtwo X,1,2.3,127.0,Psychic,Fighting,Steadfast,,,Purple,Undiscovered,,Legendary,,True
200,150,150_2,Mewtwo,Mega Mewtwo Y,1,1.5,33.0,Psychic,,Insomnia,,,Purple,Undiscovered,,Legendary,,True
201,151,151_0,Mew,Mew,1,0.4,4.0,Psychic,,Synchronize,,,Pink,Undiscovered,,Mythical,,False
202,152,152_0,Chikorita,Chikorita,2,0.9,6.4,Grass,,Overgrow,,Leaf Guard,Green,Monster,Grass,Ordinary,,False
203,153,153_0,Bayleef,Bayleef,2,1.2,15.8,Grass,,Overgrow,,Leaf Guard,Green,Monster,Grass,Ordinary,,False
204,154,154_0,Meganium,Meganium,2,1.8,100.5,Grass,,Overgrow,,Leaf Guard,Green,Monster,Grass,Ordinary,,False
205,155,155_0,Cyndaquil,Cyndaquil,2,0.5,7.9,Fire,,Blaze,,Flash Fire,Yellow,Ground,,Ordinary,,False
206,156,156_0,Quilava,Quilava,2,0.9,19.0,Fire,,Blaze,,Flash Fire,Yellow,Ground,,Ordinary,,False
207,157,157_0,Typhlosion,Typhlosion,2,1.7,79.5,Fire,,Blaze,,Flash Fire,Yellow,Ground,,Ordinary,,False
208,157,157_1,Typhlosion,Hisuian Typhlosion,8,1.6,69.8,Fire,Ghost,Blaze,,Frisk,Yellow,Ground,,Ordinary,Hisuian,False
209,158,158_0,Totodile,Totodile,2,0.6,9.5,Water,,Torrent,,Sheer Force,Blue,Monster,Water1,Ordinary,,False
210,159,159_0,Croconaw,Croconaw,2,1.1,25.0,Water,,Torrent,,Sheer Force,Blue,Monster,Water1,Ordinary,,False
211,160,160_0,Feraligatr,Feraligatr,2,2.3,88.8,Water,,Torrent,,Sheer Force,Blue,Monster,Water1,Ordinary,,False
212,161,161_0,Sentret,Sentret,2,0.8,6.0,Normal,,Run Away,Keen Eye,Frisk,Brown,Ground,,Ordinary,,False
213,162,162_0,Furret,Furret,2,1.8,32.5,Normal,,Run Away,Keen Eye,Frisk,Brown,Ground,,Ordinary,,False
214,163,163_0,Hoothoot,Hoothoot,2,0.7,21.2,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,Brown,Flying,,Ordinary,,False
215,164,164_0,Noctowl,Noctowl,2,1.6,40.8,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,Brown,Flying,,Ordinary,,False
216,165,165_0,Ledyba,Ledyba,2,1.0,10.8,Bug,Flying,Swarm,Early Bird,Rattled,Red,Bug,,Ordinary,,False
217,166,166_0,Ledian,Ledian,2,1.4,35.6,Bug,Flying,Swarm,Early Bird,Iron Fist,Red,Bug,,Ordinary,,False
218,167,167_0,Spinarak,Spinarak,2,0.5,8.5,Bug,Poison,Swarm,Insomnia,Sniper,Green,Bug,,Ordinary,,False
219,168,168_0,Ariados,Ariados,2,1.1,33.5,Bug,Poison,Swarm,Insomnia,Sniper,Red,Bug,,Ordinary,,False
220,169,169_0,Crobat,Crobat,2,1.8,75.0,Poison,Flying,Inner Focus,,Infiltrator,Purple,Flying,,Ordinary,,False
221,170,170_0,Chinchou,Chinchou,2,0.5,12.0,Water,Electric,Volt Absorb,Illuminate,Water Absorb,Blue,Water2,,Ordinary,,False
222,171,171_0,Lanturn,Lanturn,2,1.2,22.5,Water,Electric,Volt Absorb,Illuminate,Water Absorb,Blue,Water2,,Ordinary,,False
223,172,172_0,Pichu,Pichu,2,0.3,2.0,Electric,,Static,,Lightning Rod,Yellow,Undiscovered,,Ordinary,,False
224,173,173_0,Cleffa,Cleffa,2,0.3,3.0,Fairy,,Cute Charm,Magic Guard,Friend Guard,Pink,Undiscovered,,Ordinary,,False
225,174,174_0,Igglybuff,Igglybuff,2,0.3,1.0,Normal,Fairy,Cute Charm,Competitive,Friend Guard,Pink,Undiscovered,,Ordinary,,False
226,175,175_0,Togepi,Togepi,2,0.3,1.5,Fairy,,Hustle,Serene Grace,Super Luck,White,Undiscovered,,Ordinary,,False
227,176,176_0,Togetic,Togetic,2,0.6,3.2,Fairy,Flying,Hustle,Serene Grace,Super Luck,White,Flying,Fairy,Ordinary,,False
228,177,177_0,Natu,Natu,2,0.2,2.0,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,Green,Flying,,Ordinary,,False
229,178,178_0,Xatu,Xatu,2,1.5,15.0,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,Green,Flying,,Ordinary,,False
230,179,179_0,Mareep,Mareep,2,0.6,7.8,Electric,,Static,,Plus,White,Monster,Ground,Ordinary,,False
231,180,180_0,Flaaffy,Flaaffy,2,0.8,13.3,Electric,,Static,,Plus,Pink,Monster,Ground,Ordinary,,False
232,181,181_0,Ampharos,Ampharos,2,1.4,61.5,Electric,,Static,,Plus,Yellow,Monster,Ground,Ordinary,,False
233,181,181_1,Ampharos,Mega Ampharos,2,1.4,61.5,Electric,Dragon,Mold Breaker,,,Yellow,Monster,Ground,Ordinary,,True
234,182,182_0,Bellossom,Bellossom,2,0.4,5.8,Grass,,Chlorophyll,,Healer,Green,Grass,,Ordinary,,False
235,183,183_0,Marill,Marill,2,0.4,8.5,Water,Fairy,Thick Fat,Huge Power,Sap Sipper,Blue,Water1,Fairy,Ordinary,,False
236,184,184_0,Azumarill,Azumarill,2,0.8,28.5,Water,Fairy,Thick Fat,Huge Power,Sap Sipper,Blue,Water1,Fairy,Ordinary,,False
237,185,185_0,Sudowoodo,Sudowoodo,2,1.2,38.0,Rock,,Sturdy,Rock Head,Rattled,Brown,Mineral,,Ordinary,,False
238,186,186_0,Politoed,Politoed,2,1.1,33.9,Water,,Water Absorb,Damp,Drizzle,Green,Water1,,Ordinary,,False
239,187,187_0,Hoppip,Hoppip,2,0.4,0.5,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,Pink,Fairy,Grass,Ordinary,,False
240,188,188_0,Skiploom,Skiploom,2,0.6,1.0,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,Green,Fairy,Grass,Ordinary,,False
241,189,189_0,Jumpluff,Jumpluff,2,0.8,3.0,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,Blue,Fairy,Grass,Ordinary,,False
242,190,190_0,Aipom,Aipom,2,0.8,11.5,Normal,,Run Away,Pickup,Skill Link,Purple,Ground,,Ordinary,,False
243,191,191_0,Sunkern,Sunkern,2,0.3,1.8,Grass,,Chlorophyll,Solar Power,Early Bird,Yellow,Grass,,Ordinary,,False
244,192,192_0,Sunflora,Sunflora,2,0.8,8.5,Grass,,Chlorophyll,Solar Power,Early Bird,Yellow,Grass,,Ordinary,,False
245,193,193_0,Yanma,Yanma,2,1.2,38.0,Bug,Flying,Speed Boost,Compound Eyes,Frisk,Red,Bug,,Ordinary,,False
246,194,194_0,Wooper,Paldean Wooper,9,0.4,11.0,Poison,Ground,Poison Point,Water Absorb,Unaware,Blue,Water1,Ground,Ordinary,Paldean,False
247,194,194_1,Wooper,Wooper,2,0.4,8.5,Water,Ground,Damp,Water Absorb,Unaware,Blue,Water1,Ground,Ordinary,,False
248,195,195_0,Quagsire,Quagsire,2,1.4,75.0,Water,Ground,Damp,Water Absorb,Unaware,Blue,Water1,Ground,Ordinary,,False
249,196,196_0,Espeon,Espeon,2,0.9,26.5,Psychic,,Synchronize,,Magic Bounce,Purple,Ground,,Ordinary,,False
250,197,197_0,Umbreon,Umbreon,2,1.0,27.0,Dark,,Synchronize,,Inner Focus,Black,Ground,,Ordinary,,False
251,198,198_0,Murkrow,Murkrow,2,0.5,2.1,Dark,Flying,Insomnia,Super Luck,Prankster,Black,Flying,,Ordinary,,False
252,199,199_0,Slowking,Slowking,2,2.0,79.5,Water,Psychic,Oblivious,Own Tempo,Regenerator,Pink,Monster,Water1,Ordinary,,False
253,199,199_1,Slowking,Galarian Slowking,8,1.8,79.5,Poison,Psychic,Curious Medicine,Own Tempo,Regenerator,Pink,Monster,Water1,Ordinary,Galarian,False
254,200,200_0,Misdreavus,Misdreavus,2,0.7,1.0,Ghost,,Levitate,,,Gray,Amorphous,,Ordinary,,False
255,201,201_0,Unown,Unown,2,0.5,5.0,Psychic,,Levitate,,,Black,Undiscovered,,Ordinary,,False
256,202,202_0,Wobbuffet,Wobbuffet,2,1.3,28.5,Psychic,,Shadow Tag,,Telepathy,Blue,Amorphous,,Ordinary,,False
257,203,203_0,Girafarig,Girafarig,2,1.5,41.5,Normal,Psychic,Inner Focus,Early Bird,Sap Sipper,Yellow,Ground,,Ordinary,,False
258,204,204_0,Pineco,Pineco,2,0.6,7.2,Bug,,Sturdy,,Overcoat,Gray,Bug,,Ordinary,,False
259,205,205_0,Forretress,Forretress,2,1.2,125.8,Bug,Steel,Sturdy,,Overcoat,Purple,Bug,,Ordinary,,False
260,206,206_0,Dunsparce,Dunsparce,2,1.5,14.0,Normal,,Serene Grace,Run Away,Rattled,Yellow,Ground,,Ordinary,,False
261,207,207_0,Gligar,Gligar,2,1.1,64.8,Ground,Flying,Hyper Cutter,Sand Veil,Immunity,Purple,Bug,,Ordinary,,False
262,208,208_0,Steelix,Steelix,2,9.2,400.0,Steel,Ground,Rock Head,Sturdy,Sheer Force,Gray,Mineral,,Ordinary,,False
263,208,208_1,Steelix,Mega Steelix,2,10.5,740.0,Steel,Ground,Sand Force,,,Gray,Mineral,,Ordinary,,True
264,209,209_0,Snubbull,Snubbull,2,0.6,7.8,Fairy,,Intimidate,Run Away,Rattled,Pink,Ground,Fairy,Ordinary,,False
265,210,210_0,Granbull,Granbull,2,1.4,48.7,Fairy,,Intimidate,Quick Feet,Rattled,Purple,Ground,Fairy,Ordinary,,False
266,211,211_0,Qwilfish,Qwilfish,2,0.5,3.9,Water,Poison,Poison Point,Swift Swim,Intimidate,Gray,Water2,,Ordinary,,False
267,211,211_1,Qwilfish,Hisuian Qwilfish,8,0.5,3.9,Dark,Poison,Poison Point,Swift Swim,Intimidate,Gray,Water2,,Ordinary,Hisuian,False
268,212,212_0,Scizor,Scizor,2,1.8,118.0,Bug,Steel,Swarm,Technician,Light Metal,Red,Bug,,Ordinary,,False
269,212,212_1,Scizor,Mega Scizor,2,2.0,125.0,Bug,Steel,Technician,,,Red,Bug,,Ordinary,,True
270,213,213_0,Shuckle,Shuckle,2,0.6,20.5,Bug,Rock,Sturdy,Gluttony,Contrary,Yellow,Bug,,Ordinary,,False
271,214,214_0,Heracross,Heracross,2,1.5,54.0,Bug,Fighting,Swarm,Guts,Moxie,Blue,Bug,,Ordinary,,False
272,214,214_1,Heracross,Mega Heracross,2,1.7,62.5,Bug,Fighting,Skill Link,,,Blue,Bug,,Ordinary,,True
273,215,215_0,Sneasel,Sneasel,2,0.9,28.0,Dark,Ice,Inner Focus,Keen Eye,Pickpocket,Black,Ground,,Ordinary,,False
274,215,215_1,Sneasel,Hisuian Sneasel,8,0.9,27.0,Fighting,Poison,Inner Focus,Keen Eye,Pickpocket,Purple,Ground,,Ordinary,Hisuian,False
275,216,216_0,Teddiursa,Teddiursa,2,0.6,8.8,Normal,,Pickup,Quick Feet,Honey Gather,Brown,Ground,,Ordinary,,False
276,217,217_0,Ursaring,Ursaring,2,1.8,125.8,Normal,,Guts,Quick Feet,Unnerve,Brown,Ground,,Ordinary,,False
277,218,218_0,Slugma,Slugma,2,0.7,35.0,Fire,,Magma Armor,Flame Body,Weak Armor,Red,Amorphous,,Ordinary,,False
278,219,219_0,Magcargo,Magcargo,2,0.8,55.0,Fire,Rock,Magma Armor,Flame Body,Weak Armor,Red,Amorphous,,Ordinary,,False
279,220,220_0,Swinub,Swinub,2,0.4,6.5,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,Brown,Ground,,Ordinary,,False
280,221,221_0,Piloswine,Piloswine,2,1.1,55.8,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,Brown,Ground,,Ordinary,,False
281,222,222_0,Corsola,Corsola,2,0.6,5.0,Water,Rock,Hustle,Natural Cure,Regenerator,Pink,Water1,Water3,Ordinary,,False
282,222,222_1,Corsola,Galarian Corsola,8,0.6,0.5,Ghost,,Weak Armor,,Cursed Body,White,Water1,Water3,Ordinary,Galarian,False
283,223,223_0,Remoraid,Remoraid,2,0.6,12.0,Water,,Hustle,Sniper,Moody,Gray,Water1,Water2,Ordinary,,False
284,224,224_0,Octillery,Octillery,2,0.9,28.5,Water,,Suction Cups,Sniper,Moody,Red,Water1,Water2,Ordinary,,False
285,225,225_0,Delibird,Delibird,2,0.9,16.0,Ice,Flying,Vital Spirit,Hustle,Insomnia,Red,Water1,Ground,Ordinary,,False
286,226,226_0,Mantine,Mantine,2,2.1,220.0,Water,Flying,Swift Swim,Water Absorb,Water Veil,Purple,Water1,,Ordinary,,False
287,227,227_0,Skarmory,Skarmory,2,1.7,50.5,Steel,Flying,Keen Eye,Sturdy,Weak Armor,Gray,Flying,,Ordinary,,False
288,228,228_0,Houndour,Houndour,2,0.6,10.8,Dark,Fire,Early Bird,Flash Fire,Unnerve,Black,Ground,,Ordinary,,False
289,229,229_0,Houndoom,Houndoom,2,1.4,35.0,Dark,Fire,Early Bird,Flash Fire,Unnerve,Black,Ground,,Ordinary,,False
290,229,229_1,Houndoom,Mega Houndoom,2,1.9,49.5,Dark,Fire,Solar Power,,,Black,Ground,,Ordinary,,True
291,230,230_0,Kingdra,Kingdra,2,1.8,152.0,Water,Dragon,Swift Swim,Sniper,Damp,Blue,Water1,Dragon,Ordinary,,False
292,231,231_0,Phanpy,Phanpy,2,0.5,33.5,Ground,,Pickup,,Sand Veil,Blue,Ground,,Ordinary,,False
293,232,232_0,Donphan,Donphan,2,1.1,120.0,Ground,,Sturdy,,Sand Veil,Gray,Ground,,Ordinary,,False
294,233,233_0,Porygon2,Porygon2,2,0.6,32.5,Normal,,Trace,Download,Analytic,Red,Mineral,,Ordinary,,False
295,234,234_0,Stantler,Stantler,2,1.4,71.2,Normal,,Intimidate,Frisk,Sap Sipper,Brown,Ground,,Ordinary,,False
296,235,235_0,Smeargle,Smeargle,2,1.2,58.0,Normal,,Own Tempo,Technician,Moody,White,Ground,,Ordinary,,False
297,236,236_0,Tyrogue,Tyrogue,2,0.7,21.0,Fighting,,Guts,Steadfast,Vital Spirit,Purple,Undiscovered,,Ordinary,,False
298,237,237_0,Hitmontop,Hitmontop,2,1.4,48.0,Fighting,,Intimidate,Technician,Steadfast,Brown,Human-Like,,Ordinary,,False
299,238,238_0,Smoochum,Smoochum,2,0.4,6.0,Ice,Psychic,Oblivious,Forewarn,Hydration,Pink,Undiscovered,,Ordinary,,False
300,239,239_0,Elekid,Elekid,2,0.6,23.5,Electric,,Static,,Vital Spirit,Yellow,Undiscovered,,Ordinary,,False
301,240,240_0,Magby,Magby,2,0.7,21.4,Fire,,Flame Body,,Vital Spirit,Red,Undiscovered,,Ordinary,,False
302,241,241_0,Miltank,Miltank,2,1.2,75.5,Normal,,Thick Fat,Scrappy,Sap Sipper,Pink,Ground,,Ordinary,,False
303,242,242_0,Blissey,Blissey,2,1.5,46.8,Normal,,Natural Cure,Serene Grace,Healer,Pink,Fairy,,Ordinary,,False
304,243,243_0,Raikou,Raikou,2,1.9,178.0,Electric,,Pressure,,Inner Focus,Yellow,Undiscovered,,Semi-Legendary,,False
305,244,244_0,Entei,Entei,2,2.1,198.0,Fire,,Pressure,,Inner Focus,Brown,Undiscovered,,Semi-Legendary,,False
306,245,245_0,Suicune,Suicune,2,2.0,187.0,Water,,Pressure,,Inner Focus,Blue,Undiscovered,,Semi-Legendary,,False
307,246,246_0,Larvitar,Larvitar,2,0.6,72.0,Rock,Ground,Guts,,Sand Veil,Green,Monster,,Ordinary,,False
308,247,247_0,Pupitar,Pupitar,2,1.2,152.0,Rock,Ground,Shed Skin,,,Gray,Monster,,Ordinary,,False
309,248,248_0,Tyranitar,Tyranitar,2,2.0,202.0,Rock,Dark,Sand Stream,,Unnerve,Green,Monster,,Ordinary,,False
310,248,248_1,Tyranitar,Mega Tyranitar,2,2.5,255.0,Rock,Dark,Sand Stream,,,Green,Monster,,Ordinary,,True
311,249,249_0,Lugia,Lugia,2,5.2,216.0,Psychic,Flying,Pressure,,Multiscale,White,Undiscovered,,Legendary,,False
312,250,250_0,Ho-Oh,Ho-Oh,2,3.8,199.0,Fire,Flying,Pressure,,Regenerator,Red,Undiscovered,,Legendary,,False
313,251,251_0,Celebi,Celebi,2,0.6,5.0,Psychic,Grass,Natural Cure,,,Green,Undiscovered,,Mythical,,False
314,252,252_0,Treecko,Treecko,3,0.5,5.0,Grass,,Overgrow,,Unburden,Green,Monster,Dragon,Ordinary,,False
315,253,253_0,Grovyle,Grovyle,3,0.9,21.6,Grass,,Overgrow,,Unburden,Green,Monster,Dragon,Ordinary,,False
316,254,254_0,Sceptile,Sceptile,3,1.7,52.2,Grass,,Overgrow,,Unburden,Green,Monster,Dragon,Ordinary,,False
317,254,254_1,Sceptile,Mega Sceptile,3,1.9,55.2,Grass,Dragon,Lightning Rod,,,Green,Monster,Dragon,Ordinary,,True
318,255,255_0,Torchic,Torchic,3,0.4,2.5,Fire,,Blaze,,Speed Boost,Red,Ground,,Ordinary,,False
319,256,256_0,Combusken,Combusken,3,0.9,19.5,Fire,Fighting,Blaze,,Speed Boost,Red,Ground,,Ordinary,,False
320,257,257_0,Blaziken,Blaziken,3,1.9,52.0,Fire,Fighting,Blaze,,Speed Boost,Red,Ground,,Ordinary,,False
321,257,257_1,Blaziken,Mega Blaziken,3,1.9,52.0,Fire,Fighting,Speed Boost,,,Red,Ground,,Ordinary,,True
322,258,258_0,Mudkip,Mudkip,3,0.4,7.6,Water,,Torrent,,Damp,Blue,Monster,Water1,Ordinary,,False
323,259,259_0,Marshtomp,Marshtomp,3,0.7,28.0,Water,Ground,Torrent,,Damp,Blue,Monster,Water1,Ordinary,,False
324,260,260_0,Swampert,Swampert,3,1.5,81.9,Water,Ground,Torrent,,Damp,Blue,Monster,Water1,Ordinary,,False
325,260,260_1,Swampert,Mega Swampert,3,1.9,102.0,Water,Ground,Swift Swim,,,Blue,Monster,Water1,Ordinary,,True
326,261,261_0,Poochyena,Poochyena,3,0.5,13.6,Dark,,Run Away,Quick Feet,Rattled,Gray,Ground,,Ordinary,,False
327,262,262_0,Mightyena,Mightyena,3,1.0,37.0,Dark,,Intimidate,Quick Feet,Moxie,Gray,Ground,,Ordinary,,False
328,263,263_0,Zigzagoon,Zigzagoon,3,0.4,17.5,Normal,,Pickup,Gluttony,Quick Feet,Brown,Ground,,Ordinary,,False
329,263,263_1,Zigzagoon,Galarian Zigzagoon,8,0.4,17.5,Dark,Normal,Pickup,Gluttony,Quick Feet,White,Ground,,Ordinary,Galarian,False
330,264,264_0,Linoone,Linoone,3,0.5,32.5,Normal,,Pickup,Gluttony,Quick Feet,White,Ground,,Ordinary,,False
331,264,264_1,Linoone,Galarian Linoone,8,0.5,32.5,Dark,Normal,Pickup,Gluttony,Quick Feet,White,Ground,,Ordinary,Galarian,False
332,265,265_0,Wurmple,Wurmple,3,0.3,3.6,Bug,,Shield Dust,,Run Away,Red,Bug,,Ordinary,,False
333,266,266_0,Silcoon,Silcoon,3,0.6,10.0,Bug,,Shed Skin,,,White,Bug,,Ordinary,,False
334,267,267_0,Beautifly,Beautifly,3,1.0,28.4,Bug,Flying,Swarm,,Rivalry,Yellow,Bug,,Ordinary,,False
335,268,268_0,Cascoon,Cascoon,3,0.7,11.5,Bug,,Shed Skin,,,Purple,Bug,,Ordinary,,False
336,269,269_0,Dustox,Dustox,3,1.2,31.6,Bug,Poison,Shield Dust,,Compound Eyes,Green,Bug,,Ordinary,,False
337,270,270_0,Lotad,Lotad,3,0.5,2.6,Water,Grass,Swift Swim,Rain Dish,Own Tempo,Green,Water1,Grass,Ordinary,,False
338,271,271_0,Lombre,Lombre,3,1.2,32.5,Water,Grass,Swift Swim,Rain Dish,Own Tempo,Green,Water1,Grass,Ordinary,,False
339,272,272_0,Ludicolo,Ludicolo,3,1.5,55.0,Water,Grass,Swift Swim,Rain Dish,Own Tempo,Green,Water1,Grass,Ordinary,,False
340,273,273_0,Seedot,Seedot,3,0.5,4.0,Grass,,Chlorophyll,Early Bird,Pickpocket,Brown,Ground,Grass,Ordinary,,False
341,274,274_0,Nuzleaf,Nuzleaf,3,1.0,28.0,Grass,Dark,Chlorophyll,Early Bird,Pickpocket,Brown,Ground,Grass,Ordinary,,False
342,275,275_0,Shiftry,Shiftry,3,1.3,59.6,Grass,Dark,Chlorophyll,Early Bird,Pickpocket,Brown,Ground,Grass,Ordinary,,False
343,276,276_0,Taillow,Taillow,3,0.3,2.3,Normal,Flying,Guts,,Scrappy,Blue,Flying,,Ordinary,,False
344,277,277_0,Swellow,Swellow,3,0.7,19.8,Normal,Flying,Guts,,Scrappy,Blue,Flying,,Ordinary,,False
345,278,278_0,Wingull,Wingull,3,0.6,9.5,Water,Flying,Keen Eye,Hydration,Rain Dish,White,Water1,Flying,Ordinary,,False
346,279,279_0,Pelipper,Pelipper,3,1.2,28.0,Water,Flying,Keen Eye,Drizzle,Rain Dish,Yellow,Water1,Flying,Ordinary,,False
347,280,280_0,Ralts,Ralts,3,0.4,6.6,Psychic,Fairy,Synchronize,Trace,Telepathy,White,Human-Like,Amorphous,Ordinary,,False
348,281,281_0,Kirlia,Kirlia,3,0.8,20.2,Psychic,Fairy,Synchronize,Trace,Telepathy,White,Human-Like,Amorphous,Ordinary,,False
349,282,282_0,Gardevoir,Gardevoir,3,1.6,48.4,Psychic,Fairy,Synchronize,Trace,Telepathy,White,Human-Like,Amorphous,Ordinary,,False
350,282,282_1,Gardevoir,Mega Gardevoir,3,1.6,48.4,Psychic,Fairy,Pixilate,,,White,Amorphous,,Ordinary,,True
351,283,283_0,Surskit,Surskit,3,0.5,1.7,Bug,Water,Swift Swim,,Rain Dish,Blue,Water1,Bug,Ordinary,,False
352,284,284_0,Masquerain,Masquerain,3,0.8,3.6,Bug,Flying,Intimidate,,Unnerve,Blue,Water1,Bug,Ordinary,,False
353,285,285_0,Shroomish,Shroomish,3,0.4,4.5,Grass,,Effect Spore,Poison Heal,Quick Feet,Brown,Fairy,Grass,Ordinary,,False
354,286,286_0,Breloom,Breloom,3,1.2,39.2,Grass,Fighting,Effect Spore,Poison Heal,Technician,Green,Fairy,Grass,Ordinary,,False
355,287,287_0,Slakoth,Slakoth,3,0.8,24.0,Normal,,Truant,,,Brown,Ground,,Ordinary,,False
356,288,288_0,Vigoroth,Vigoroth,3,1.4,46.5,Normal,,Vital Spirit,,,White,Ground,,Ordinary,,False
357,289,289_0,Slaking,Slaking,3,2.0,130.5,Normal,,Truant,,,Brown,Ground,,Ordinary,,False
358,290,290_0,Nincada,Nincada,3,0.5,5.5,Bug,Ground,Compound Eyes,,Run Away,Gray,Bug,,Ordinary,,False
359,291,291_0,Ninjask,Ninjask,3,0.8,12.0,Bug,Flying,Speed Boost,,Infiltrator,Yellow,Bug,,Ordinary,,False
360,292,292_0,Shedinja,Shedinja,3,0.8,1.2,Bug,Ghost,Wonder Guard,,,Brown,Mineral,,Ordinary,,False
361,293,293_0,Whismur,Whismur,3,0.6,16.3,Normal,,Soundproof,,Rattled,Pink,Monster,Ground,Ordinary,,False
362,294,294_0,Loudred,Loudred,3,1.0,40.5,Normal,,Soundproof,,Scrappy,Blue,Monster,Ground,Ordinary,,False
363,295,295_0,Exploud,Exploud,3,1.5,84.0,Normal,,Soundproof,,Scrappy,Blue,Monster,Ground,Ordinary,,False
364,296,296_0,Makuhita,Makuhita,3,1.0,86.4,Fighting,,Thick Fat,Guts,Sheer Force,Yellow,Human-Like,,Ordinary,,False
365,297,297_0,Hariyama,Hariyama,3,2.3,253.8,Fighting,,Thick Fat,Guts,Sheer Force,Brown,Human-Like,,Ordinary,,False
366,298,298_0,Azurill,Azurill,3,0.2,2.0,Normal,Fairy,Thick Fat,Huge Power,Sap Sipper,Blue,Undiscovered,,Ordinary,,False
367,299,299_0,Nosepass,Nosepass,3,1.0,97.0,Rock,,Sturdy,Magnet Pull,Sand Force,Gray,Mineral,,Ordinary,,False
368,300,300_0,Skitty,Skitty,3,0.6,11.0,Normal,,Cute Charm,Normalize,Wonder Skin,Pink,Ground,Fairy,Ordinary,,False
369,301,301_0,Delcatty,Delcatty,3,1.1,32.6,Normal,,Cute Charm,Normalize,Wonder Skin,Purple,Ground,Fairy,Ordinary,,False
370,302,302_0,Sableye,Sableye,3,0.5,11.0,Dark,Ghost,Keen Eye,Stall,Prankster,Purple,Human-Like,,Ordinary,,False
371,302,302_1,Sableye,Mega Sableye,3,0.5,161.0,Dark,Ghost,Magic Bounce,,,Purple,Human-Like,,Ordinary,,True
372,303,303_0,Mawile,Mawile,3,0.6,11.5,Steel,Fairy,Hyper Cutter,Intimidate,Sheer Force,Black,Ground,Fairy,Ordinary,,False
373,303,303_1,Mawile,Mega Mawile,3,1.0,23.5,Steel,Fairy,Huge Power,,,Black,Ground,Fairy,Ordinary,,True
374,304,304_0,Aron,Aron,3,0.4,60.0,Steel,Rock,Sturdy,Rock Head,Heavy Metal,Gray,Monster,,Ordinary,,False
375,305,305_0,Lairon,Lairon,3,0.9,120.0,Steel,Rock,Sturdy,Rock Head,Heavy Metal,Gray,Monster,,Ordinary,,False
376,306,306_0,Aggron,Aggron,3,2.1,360.0,Steel,Rock,Sturdy,Rock Head,Heavy Metal,Gray,Monster,,Ordinary,,False
377,306,306_1,Aggron,Mega Aggron,3,2.2,395.0,Steel,,Filter,,,Gray,Monster,,Ordinary,,True
378,307,307_0,Meditite,Meditite,3,0.6,11.2,Fighting,Psychic,Pure Power,,Telepathy,Blue,Human-Like,,Ordinary,,False
379,308,308_0,Medicham,Medicham,3,1.3,31.5,Fighting,Psychic,Pure Power,,Telepathy,Red,Human-Like,,Ordinary,,False
380,308,308_1,Medicham,Mega Medicham,3,1.3,31.5,Fighting,Psychic,Pure Power,,,Red,Human-Like,,Ordinary,,True
381,309,309_0,Electrike,Electrike,3,0.6,15.2,Electric,,Static,Lightning Rod,Minus,Green,Ground,,Ordinary,,False
